Index	Label
ข้าวไก่กระเทียม	53
ยาสีฟันคอลเกตโททอล12แอดวานส์เฟรช	161
สปายค็อกเทล บัตเตอร์ฟรายคิส 275ML	209
เส้นหมี่กระเพาะปลา สูตรใหม่	52
เอสกามิกาเซ่ไลม์ 1 ลิตร	261
Hเวเฟอร์ซุปเปอร์สตาร์รสช็อกโกแลต36ก.	216
หมากฝรั่งเดนทีนสเปียร์มินต์สติค13.5G	9
เยลลี่ฮาริโบ้แฮปปี้โคล่าซาวร์ 30 ก.	114
หมากฝรั่งเดนทีนไอซ์มิดไนท์มินต์แผง 11.2 G	4
Hขนมปังกรอบโฮมมี่ รสมะพร้าว	220
สาหร่ายทอดเถ้าแก่น้อยรสคลาสสิค(ใหญ่) 30 ก.	237
ครีมลอรีอัลรีไวทัลลิฟท์แอนตี้ริงเคิลไนท์ (ซอง)	183
ครีมไวท์อัพโทนอัพซีซีการ์นิเย่ไลท์คอมพลีท (ซอง)	164
คลีเน็กซ์มาร์เวลซอฟบ๊อกซ์(แพ็ก2)	142
eยาเม็ดแก้แพ้คลอร์เฟนิรามีน	12
เซรั่มวาสลีนเมนโททัลแฟร์เนส(ซอง)	148
น้ำดื่มคริสตัล 600มล.(แพ็ค 12)	2
เปาไวท์ 110g.	202
คอมฟอร์ทอัลตร้าฟ้า ถุงเติม	198
ท็อปเท็นช็อกโกแลต	130
แปรงสีฟันเบอร์แมนแอ็คทีฟ มีเดี่ยม	156
Hคอร์นพัฟฟ์รสดั้งเดิม 72 ก.	238
เซรั่มนีเวียเมนเอ็กซ์ตร้าไวท์ SPF30 (ซอง)	148
นมข้นหวานหลอดสูตรนมสด ทีพอท 180 กรัม	255
อาหารเช้า คอปป รสชอกโกแลต 34 ก.	8
ถั่วเหลืองUHTแลคตาซอยหวาน ด.125	72
ตราหมีโกลด์ชาขาว 140	68
แพดเดิลป๊อป มาร์ชเมลโล	129
ชามะนาวเย็นออโต้	65
กระดาษคลีเน็กซ์ ไวท์ฟลอรัล	142
ซูทติ้งเจลซิสต้าร์วอเตอร์เมลอนไวท์เทนนิ่ง (ซอง)	175
Hเวเฟอร์บิสชินกลิ่นบลูเบอร์รี่ 29ก.	218
แซนวิชไส้แฮมชีส ตราโออิชิอีทโตะ	50
ครองแครงอัญชันกะทิสด	141
คนอร์คัพโจ๊ก รสไก่ ถ้วย35 ก.	258
เซรั่มครีมลอรีอัลไวท์เพอร์เฟ็คท์ SPF17 (ซอง)	183
แชมพูซันซิล(ส้ม)ผมแห้งเสีย เล็ก	184
เป๊ปซี่ไลม์ 245 มล.	26
Hเทสโตแผ่นเรียบรสสาหร่ายญี่ปุ่น52ก.	247
หมูหยองตราหมูดี 22 ก.	135
แฟนต้า ฮันนี่เลม่อน 500 มล.	22
H FHเค้กโรลส้ม	136
เบอร์เกอร์หมูซูเปอร์สไปซี่ CP	61
Hวอยซ์ วาฟเฟิลครันช์ ช็อกโกคริสปี้ 23 กรัม	217
เยลลี่ปีโป้ถุง 25 ชิ้น	117
โซฟีคูลลิ่งเฟรชซุปเปอร์สลิม0.1 25ซม.7Pcs.	263
นมเปรี้ยวดัชมิลล์ไลฟ์พลัส รสผักผสมผลไม้ 160มล.	64
Hแซนวิชคุกกี้ฟันโอ รสนม 45 ก.	216
หน้ากากสุขภาพ 3เอ็มเน็กซ์แคร์ 3 ชิ้น	19
Hเวเฟอร์ไส้ครีมรสโกโก้ ตราบิสชิน 29กรัม	218
ยาสีฟันสมุนไพรเทพไทย(ดั้งเดิม)	161
ยาดมเป๊ปเปอร์มิ้นท์ ฟิลด์ 2 ซีซี	12
ผ้าเปียกโคโค 20 Pcs.	143
Hเทสโตแผ่นเรียบรสซอลธ์แอนด์ซาวร์ 52 ก.	247
แซนวิชเดนิชผักโขมแฮมชีส	60
อาหารเช้า เคลลอกส์ คอร์นเฟลกส์ 25 ก.	8
นมเปรี้ยวUHTดัชมิลคิดส์ ส้ม ด.90	72
ไวไวควิกคัพ รสต้มยำพริกเผา 60 ก.	92
ยำยำคัพเต็มๆ รสหมึกมะนาว 60 ก.	92
มาม่าโจ๊กคัพ รสหมู 45 ก.	258
BBนามิโปรเมคอัพเวททูพาวเดอร์	173
วอลล์คัพช็อกโกแลตชิป	131
เปี๊ยะหอม	39
Hคารามูโจ้แผ่นหยักรสฮ๊อตชิลลี่48ก.	236
ลูกอมซูกัสจัมโบ้รวมรสถุง 45 G	98
สก๊อตต์คลีนแคร์(เดี่ยว)	142
ลูกอมโอเล่กลิ่นแตงโมเลโมเน็ด 40 ก.	98
ยาสีฟันคอลเกตรสยอดนิยม(กลาง)	160
นมเปรี้ยวบีทาเก้นพร่อง ขวด 700	75
ขนมฝอยทองมงคล	39
ครีมกันแดดการ์นิเย่ซากุระไวท์ซุปเปอร์ยูวี (ซอง)	164
ปรับผ้านุ่มดาวน์นี่มิสทีค(แพ็ก5)	197
ไข่พะโล้ยางมะตูม	48
Hถั่วลันเตาโรยเกลือ ตราโก๋แก่ 42กรัม	240
มาม่าข้าวต้มคัพ รสกุ้งกระเทียม 40 กรัม	258
ไมโล 3 in1 แพ็ค 5 ซอง	28
ช็อกโกแลตบอนโอบอนสตรอเบอร์รี่ 15 ก.	139
Hคาปุลิโกะ สติ๊ก รสสตรอเบอร์รี่ 11 กรัม	219
นมเปรี้ยวดัชมิลล์ไลฟ์พลัส รสผักผสมผลไม้ 400มล.	79
มาร์ชแมลโลว์เออร์โก้ไส้สตรอเบอร์รี่18ก	115
เยลลี่ฮาริโบ้แฮปปี้โคล่า 30 ก.	114
หมากฝรั่งเดนทีนไอซ์เชอร์รี่แผง 11.2 G	4
สาหร่ายอบเถ้าแก่น้อยรสคลาสสิค1.65ก.	231
นมเปรี้ยวบีทาเก้น 300 มล. รสสับปะรด	79
ยำยำจัมโบ้ รสต้มยำทะเลหม้อไฟ 63 ก.	259
Hมันฝรั่งแท่งมากาโดะสติ๊กรสโนริสาหร่าย27ก.	244
@เม็ดอมมอร์มิลค์รสนม17G	119
Mชานมบราวน์ชูการ์	33
คนอร์คัพโจ๊ก รสหมู ซอง 35 ก.	257
ช็อกโกแลตสนิกเกอร์ 35 G	138
ลอรีเอะซอฟแอนด์เซฟสลิมมีปีก 4 P	263
มักกะโรนีไก่	53
มอคค่าเย็นออโต้22ออนซ์	63
บรีสเอกเซลคอมฟอร์ท 80g.	202
เจเล่เยลลี่บิวตี้กลูต้า	73
ทาโรเส้นชุบน้ำจิ้ม รสหม่าล่าเสฉวน 20ก.	233
ซูทติ้งเจลโยเกิร์ตสมูทโตะโทเมโทบัลกาเรีย	178
ฟูจิชะ เนเจอรัล	35
แซนวิชไส้ทูน่าสลัด ตราโออิชิอีทโตะ	50
โฟมพอนด์สไวท์บิวตี้ชมพู(เล็ก)	150
Hบิสกิตสอดไส้แยมบลูเบอร์รี่ แยมโอแยม 48ก.	216
บรีสเอกเซล ซอง	202
ข้าวอบกรอบโดโซะผสมมันเทศรสคอร์นชีส56ก.	248
สลีปปิ้งมาส์กการ์นิเย่สกินแนทเชอรัลส์เอจเลส ซอง	164
เจเล่เยลลี่บิวตี้เลมอน	73
เซรั่มแพลงก์ตอนเบสท์โคเรียคอลลาเจน	181
แฟนต้าน้ำเขียว 1.25 ลิตร	261
Hมันฝรั่งแผ่นโรลเลอร์โคสเตอร์รสสไปซี่บาร์บีคิว 28ก	253
เอสน้ำเขียว 1 ลิตร	261
โดริโทสรสนาโชชีส50ก.	236
ลิปตันเลมอน แคน 245 มล.	26
หมากฝรั่งคลอเร็ท 40 min ออริจินอลมินต์แผง 11.2 ก.	4
มอคโคน่า ทรีโอ 3in1 คลาสสิค แพ็ค 5 ซอง	29
ตราหมีโกลด์โกจิเบอร์รี่ 140 มล.	68
ครีมพอนด์สไวท์บิวตี้ ส้ม SPF30 PA+++ (ซอง)	183
เอสกิโม นมเย็น	129
ยูนิฟผักใบเขียว100%	24
Marlboro อาร์กติกเอ็กซ์	84
ยาแก้ไอตราอาปาเช่ สูตร 2	17
เดนิชคัสตาร์ดลูกเกด7Fresh	100
Hกูลิโกะ เพรทซ์คอร์น24ก.	222
คัสตาร์ดไข่เค็มบันLP	100
Hโยเกิร์ตเมจิ 0% 135 กรัม แอปเปิ้ลวุ้นมะพร้าว	6
โซฟีคูลลิ่งเฟรชสลิมมีปีก23ซม.4P	263
ยูนิฟ ออลยูนีด น้ำผักใบเขียว 96% ขวด	25
Hสาหร่ายม้วนเถ้าแก่น้อยบิ๊กโรล รสคลาสสิค7ก.	231
หมากฝรั่งดับเบิ้ลมินต์บลูเบอร์รี่มินต์สติค 13.5 ก.	9
เบบี้เลิฟเดย์&ไนท์แพ้นส์XXL3	91
เจลเบบี้เฟซแพลงตอนรอยัลบิวตี้	181
ขนมปังไก่หยองน้ำสลัดGB	102
นมเปรี้ยวUHTดัชมิลค์คิดส์ส้ม(พ4)90	90
เลย์คลาสสิครสพริกเผ็ดซี๊ด73ก.	246
ยาเม็ดพาราแคพ 500 มก. (10 เม็ด)	15
ข้าวผัดไข่	53
มาม่าโจ๊กคัพ รสต้มยำกุ้ง 45 กรัม	258
Lโอวัลตินคูลแคลเซียม 2 เท่า	33
คอมฟอร์ทอัลตร้าชมพู ถุงเติม	198
H FHเค้กโรลวนิลา	136
อาหารเช้า เคลลอกส์ ฟรอสตี้ 30 ก.	8
เม็ดอมริกลี่ย์ดับเบิ้ลมินต์เปปเปอร์มินต์ 12.4 ก.	3
ซุปก้อนคนอร์หมู 80 ก.	128
สบู่อิงอรมะขามผสมทองพันชั่ง(ด)	158
UHTโอวัลตินสมาร์ท(พ.4)110	90
Marlboro Black2 (แบล็คทู)	84
Hมะขามจี๊ดจ๊าดสารัช 160 ก.	112
แผ่นอนามัยโซฟีคูลลิ่งเฟรชแบบมาตรฐาน14P.	263
UHT แมกโนเลียกิงโกะพลัส ไวท์มอลต์ ด.180	68
เบียร์ไฮเนเก้นใหญ่ 620 ML แพ็ค2	211
Hถั่วลันเตาเคลือบรสปลาหมึก ทองการ์เด้น 50ก.	240
Hถั่วลิสงกรอบโก๋แก่รสไก่ 75 ก.	241
ยาจุดกันยุงเรนเจอร์สเก้าท์ทีควันน้อย 10 ขด	193
สุราขาว40 บางยี่ขัน 0.33L	96
กระทิงแดง จีทู	0
ไก่อบบาร์บีคิวผสมน้ำผึ้ง	49
แฟนต้าน้ำส้ม 325 มล.	26
เบบี้ออยล์เบบี้มายด์ไวท์ซากุระ	163
Hกูลิโกะ เพรทซ์รสลาบ 25ก.	222
Lชานมบราวน์ชูการ์	33
กาแฟมอคโคน่าทรีโอโกลด์3in1 พ.5	29
มาม่าข้าวต้มคัพ รสเล้งแซบ 40 กรัม	258
เต้าฮวยฟรุ๊ตสลัด เจ้าจุก	140
ถั่วเหลือง UHT เซซามิซอย ด. 180 มล.	67
เอสกามิกาเซ่ไลม์ 515 มล	22
Hแซนวิชคุกกี้โอรีโอรสดาร์กแอนด์ไวท์ช็อกฯ28.5ก.	217
ชีโตสรสอเมริกันชีส 70 ก.	236
ก้ามปูหิมะเทียม คานิโอ	41
โซฟีคูลลิ่งเฟรชกลางคืนสลิมมีปีก29ซม.5P	263
เจเล่ดับเบิ้ล มิกซ์เบอรี่	73
ไข่ต้มสมุนไพร	48
แปรงสีฟันคอลเกตกัมคลีน	156
แซนวิชผสมธัญพืชอกไก่แตงกวาญี่ปุ่น โออิชิอีทโตะ	50
ไก่ทอด 7Fresh	49
Hคุกกี้แซนวิชฟันโอช็อกฯไส้ครีมชาเขียวมัทฉะ 90ก.	221
Hโคโคริบอลรสปลาหมึก 30 ก.	253
เบอร์ดี้ 3in1 เอสเปรสโซ พ.8ซอง	29
คนอร์คัพโจ๊กรสหมูผสมสาหร่าย35ก.	258
เซรั่มนีเวียเมนแอนตี้เอจSPF30(ซอง)	148
เม็ดอมคลอเร็ทเคลียร์มินต์ 35 เม็ด 14 G	3
นิสชินอิ่มเต็มคัพ รสต้มยำครบเครื่อง 77 กรัม	93
ปรับผ้านุ่มดาวน์นี่แพชชั่น(แพ็ก5)	197
เยลลี่ทรอลลี่ตัวหนอนกลิ่นผลไม้รวม 32 ก	114
ดอยคำ น้ำเบอร์รีรวม 200มล	25
นมเปรี้ยวดัชมิลล์มิกเบอร์รี่ ขวด 400	79
Hบิสกิตโคอะลามาร์ช รสช็อกโกแลต 37 ก.	223
โค้กไลท์ 325 มล.	26
FHไส้ไก่หยองพริกเผากุ้ง	136
ขนมปังไข่เค็มชีส 7Fresh	58
กาแฟเขาช่อง 3in1 เอสเปรสโซ่ แพ็ค 5 ซอง	29
สปาเก็ตตี้ขี้เมาหมู	53
Hแครกเกอร์ วอยซ์รสครีมมี่บัตเตอร์ 28กรัม	217
ดีโด้ ส้มสายน้ำผึ้ง ลิตร	261
เซรั่มไฮยาลูรอนรอยัลบิวตี้คอลลาเจน	181
Hถั่วลิสงทองการ์เด้นอบเกลือ 85 ก.	241
มาร์ชเมลโล่ไมล์ดี้รวมรส 61.6 G	117
Hทาโรรสปลาหมึกชุบน้ำจิ้ม เผ็ดน้อย 22ก.	233
ไวไวควิก รสต้มยำกุ้ง 60 ก.	259
ชิกเก้นแฟรงค์พริกไทยดำ	40
เปาชาเขียวลาวา	55
UHTดีมอลต์ช็อกฯ พ4. 90	90
แป้งเด็กเบบี้มายด์สวีทตี้พิงค์ชมพู	187
Hคุกกี้ช็อกโกแลตสอดไส้ครีมวานิลลาฟันโอ 90 กรัม	221
ครีมโทนอัพพอนด์สไวท์บิวตี้ ซอง	183
Hเกี๊ยวกุ้ง CP	52
ถั่วลายเสือต้ม	43
Hแครกเกอร์ไวโอเลต กลิ่นนม64ก.	220
Hเวเฟอร์สติ๊กโก้ รสวานิลลา 28 ก.	219
ครีมโอเลย์เนเจอรัลไวท์เอจเลสออร่า (ซอง)	183
Hมอลคิสท์แครกเกอร์ บาร์บีคิว 36 ก.	218
สลีปปิ้งมาส์กการ์นิเย่ซากุระไวท์ (ซอง)	164
เบบี้ออยล์เบบี้มายด์อัลตร้ามายด์สวีทอัลมอนด์	163
เป๊ปซี่แมกซ์ 325 มล.	26
โซฟีคูลลิ่งเฟรชเนเชอรัล0.1 25ซม.6ชิ้น	263
Hคุกกี้ฟันโอพาวเวอร์ รสช็อกโกแลต 50ก.	216
ยาอมสเตร็ปซิลน้ำผึ้งมะนาว 3 เม็ด	11
ลูกอมเคี้ยวหนึบทอมมี่กลิ่นผลไม้ 30 ก.	114
วอลล์คัพ วานิลลาใหม่	131
ลูกชิ้นอกไก่ข้าวไรซ์เบอร์รี่ สูตรดั้งเดิม	47
ลูกอมฮอลล์ไอซ์แมกซ์แผง 22.4 G	5
UHT ดัชมิลค์ซีเลคเต็ดกาแฟ ด. 225 มล.	70
มินิเค้กกลิ่นวานิลลา	38
อาหารเช้า โกโก้ครั้นช์ 70ก.	8
มาม่าคัพ รสสไปซีชีส 63 กรัม	93
เบียร์สโนว์วี่ไวเซ่นแคน490ML	214
Hซูเปอร์ช็อกป๊อป วานิลลา	130
Hสาหร่ายย่างม้วนคาบูกิรสออริจินัล3ก.	231
กาโตะ เมลอนผสมวุ้นมะพร้าว	16
เบียร์ช้างใหญ่ 25ปี 620ML	211
วอลล์ โอลาฟ	129
โพโคแฮปปี้แพ้นส์เดย์ & ไนท์ XXL3	91
Hช็อกโกไตรแองเกิล บิสกิต วิทโกโก้ฟิลลิ่ง 10กรัม	215
Hถั่วลิสงฝักอบโก๋แก่ 100 ก.	241
เพิ่มช็อตกาแฟ	63
วุ้นมะพร้าวผสมเม็ดแมงลักในน้ำใบเตย	140
สบู่ลักส์ซอฟท์โรส (ด)	159
ไลปอนเอฟ ขวดเล็ก	199
คาราโอเกะไมค์ 5 G.	116
UHTโฟร์โมสต์จืด ด. 180	69
แมนซั่ม คอลลาเจน สูตรน้ำตาลน้อย	23
OTOPเต้าหู้นมสด เจ้าจุก	140
เบอร์เกอร์หมูชีสสูตรใหม่	61
เบอร์เกอร์ไก่ชีส	61
โซฟีคูลลิ่งเฟรชซูเปอร์สลิม0.1 23ซม. 8Pcs.	263
ฝรั่งพร้อมน้ำตาลปี๊บปรุงรส	43
เกรนเน่ย์ ธัญพืชอัดแท่ง รสสตรอเบอร์รี่ โยเกิร์ต 20	7
แฟนต้าน้ำเขียว 325 มล.	26
คูชั่นโซลาอัลตราแมทSPF50PA+++	173
เป๊ปซี่แมกซ์แคน 245  มล.	26
คาปูชิโน่เค้กครีมสด	38
เกรนเน่ย์ ธัญพืชอัดแท่ง รสช็อกโกแลตบานาน่า 20 กรัม	7
เลย์ร็อคกุ้งเผาและน้ำจิ้มซีฟู้ด73ก.	246
Hฮานามิรสฮอตชิลลี่ 30 ก.	253
Hถั่วลันเตาเคลือบรสวาซาบิ ทองการ์เด้น 50ก.	240
บรีสเอกเซลคอมฟอร์ทสูตรน้ำ(แพ็ก4)	202
โซฟีคูลลิ่งเฟรชเนเชอรัลสลิม 23ซม.4P	263
เบบี้เลิฟเดย์&ไนท์แพ้นส์XL3	91
อาหารเช้า คอปปบอลส รสชอกโกแลต 70 ก.	8
มาม่าข้าวต้มคัพ รสหมูสับกระเทียมพริกไทย 35 กรัม	258
ลูกอมคูก้ารสนมเปรี้ยวแท่ง 30 ก.	10
Hสแน็คแจ๊ครสดั้งเดิม 17 ก.	253
แชมพูแพนทีน(ม่วง)โททัลแดเมจแคร์ เล็ก	184
อาหารแมวเปียกมีโอ ปลาทูในเยลลี่	204
เซรั่มเบิสท์ครีมพอนด์สไวท์บิวตี้สกินเพอเฟคติ้ง ซอง	183
Hแซนวิชคุกกี้โอรีโอ ครีมสตรอเบอร์รี่ 28.5 ก.	217
อาหารเช้า โกโก้ครั้นช์ดูโอ้ 20 ก.	8
แปรงสีฟันเบอร์แมนแอคทีฟซอฟท์	156
ยูนิฟแครอทผสมผลไม้รวม40%	24
Hสาหร่ายซีลีโกะดั้งเดิมชนิดแผ่น6แพ็ค2.6ก.	231
ไวไวควิก รสต้มยำมันกุ้ง 60 ก.	259
โฟมพอนด์สเพียวไวท์ เล็ก	150
มะม่วงกวนอบแห้งวรพร 32 ก.	106
Hสาหร่ายทอดมาชิตะรสออริจินัล 12 ก.	237
ถั่วเหลืองUHTไวตามิลค์ดับเบิ้ลแบล็คก.(พ3)300	86
แผ่นอนามัยโซฟีคูลลิ่งเฟรชเนเชอรัลแบบมาตรฐาน12	263
Hสปาเก็ตตี้ไก่ซอสแดง	53
ปรับผ้านุ่มดาวน์นี่ซันไรซ์เฟรช(แพ็ก5)	197
ไส้กรอกแฟรงค์หมูหนังกรอบ	40
@กัมมี่ฟรุตตี้ทวิสจิวเวลรี่ยูนิคอร์น 50 ก.	120
สบู่อิงอรสูตรมะขามแท้(ด)	159
ไวไว รสปรุงสำเร็จ 55 ก. แพ็ค 5	213
เมนทอสอินเครดิเบิ้ลชิวรสองุ่น 45 ก.	10
เนสกาแฟ3in1 เบลนด์แอนด์บรู เอสเปรสโซ่ พ.9	29
โฟมการ์นิเย่ไลท์คอมพลีท(เล็ก)	150
BB&CCครีมสมูทโตะโทเมโทคอลลาเจน	178
ข้าวหมูคั่วกลิ้ง	53
ถุงน่องข้อเท้าเชอรีฯ#08	189
เฟรชครีมบัน(ขนมปังไส้ครีมสด)	39
เนสวีต้า รสออริจินอล แพ็ค 6 ซอง	28
@บิ๊กก้าเวเฟอร์สตรอฯตัวต่อโฟรเซ่น24ก.	122
โซฟีคูลลิ่งเฟรชไนท์เนเชอรัลสลิม29ซม.4ชิ้น	263
เอลิสแฟรี่วิงส์ 22.5 ซม.8 ชิ้น	262
ยาลดกรดอีโนรสมะนาว	14
ปลาหมึกอบกรอบ 17 กรัมตรา เซเว่นซีเล็ค	234
แมนซั่ม ไฟเบอร์ 450 มล.	23
ลูกอมคลอเร็ทเคลียร์มินต์ถุง 33.6 ก.	99
ครีมวาสลีนเมนออยคอนโทรล(ซอง)	148
แผ่นลอกสิวเสี้ยนชาร์โคล เคที่ดอลล์	178
หมากฝรั่งเดนทีนไอซ์ซีไลม์แผง11.2G	4
หนังยางรัดผม	191
ลอรีเอะซูเปอร์อัลตร้าสลิมคูล 25ซม. 7ชิ้น	262
SGULP โคล่า	34
pยาสีฟันสกินแล็ปพรีเมี่ยมเฟรชสไมล์	162
Hถั่วลิสงกรอบโก๋แก่รสบาร์บีคิว 75 ก.	241
Hนีโอพิซซ่ามินิซอสซีฟู้ดมาโย Alfredo	60
สบู่พฤกษานกแก้วสีเขียว(ด)	159
ขนมปังเนยเห็ดทรัฟเฟิลชีส	60
แฮนดี้เฮิร์บ จีไนท์ 2 แคปซูล	77
ชิฟฟ่อนเค้กมะพร้าว	38
ไวไวชาม รสต้มยำ(สูตรดั้งเดิม) 70 กรัม	95
Hโยเกิร์ตเมจิ 135 กรัม องุ่นวุ้นมะพร้าว	6
ปลาหมึกอบเบนโตะรสซีฟู้ดจัดจ้าน 20 ก.	233
คนอร์คัพโจ๊ก รสกุ้งปูอัด ซอง 35 ก.	257
หมากฝรั่งลอตเต้สติคสตรอเบอร์รี่ 13.5 G	9
แชมพูซันซิล(ชมพู)ผมมีน้ำหนัก เล็ก	184
เคลลอกส์ ฟรอสตี้ แบบถุง 70 ก.	8
ผงชูรส ตราอายิโนะโมะโต๊ะ 500 กรัม	128
สบู่อาเซปโซ	159
Hมันฝรั่งแท่งแจ็กซ์พร้อมซอสพริก 55 ก.	239
HMซัมยังซอง  ฮอตชิคเก้นราเมง สูตรเผ็ดมาก140 กรัม	230
สก๊อตไบร์ท สองประสงค์ เล็ก 3 เอ็ม	199
Hถั่วอัลมอนด์อบนัทเนเทอร์โก๋แก่ 35 ก.	243
ยาสีฟันคอลเกตโททอลชาร์โคลดีพคลีน(เล็ก)	161
เจลแต่งผมทรอสเขียว(หลอด)	148
Marlboro แดง ซองแข็ง	84
เอ็กซ์ตรีม นามะดาร์กช็อก	130
แชมพูแพนทีน(ชมพู)แฮร์ฟอลคอนโทรล เล็ก	184
Hถั่วปากอ้าอบเกลือ ตราโก๋แก่ 80ก.	241
ข้าวพะแนงหมู	53
ขนมจีบกุ้ง	42
แฮนดี้เฮิร์บ ถั่งเช่าสกัด 65 มล.	82
Hขนมขาไก่รสบัตเตอร์คอร์น 55 ก.	244
ซุปเปอร์กาแฟ 3in1 แพ็ค 3 ซอง	29
กรรไกรตัดเล็บ	190
ไวไวชาม รสหอยลายผัดฉ่า แบบแห้ง 70 กรัม	95
ยำยำจัมโบ้รสเย็นตาโฟต้มยำ 63 กรัม	259
ไวไวชาม รสปรุงสำเร็จ 70 กรัม	95
เอสพิงค์บอมบ์สตรอเบอร์รี่ 1 ลิตร	261
น้ำหอมเอสเซนส์ผู้หญิงกลิ่น Fresh	166
สาหร่ายทอดเถ้าแก่น้อยรสเผ็ด(ใหญ่) 30 ก.	237
ถั่วเหลืองUHTดีน่างาดำหวานน้อย (พ.3) 230	86
ยามะขามแขกSANDM	13
@กัมมี่โฟรเซ่นมิกซ์กลิ่นผลไม้ 45 ก.	120
ผ้าเปียกมามี่โพโคชมพู ราคาสบายใจ	143
พุดดิ้งนมสดเม็ดแมงลัก รวมชัย	140
น้ำยาบ้วนปากคอลเกตพลักซ์เปปเปอร์มินต์(เล็ก)	155
ฟุตลองแฮมดับเบิ้ลชีส	54
โลชั่นวาสลีนเฮลธี้แฮนด์แอนด์เนล	163
เซรั่มกันแดดนีเวียซันโพรเท็ค&ไวท์อินสแตนท์ออร่าซอง	183
อิโตเอ็น ทีส์ที กลิ่นมะลิ	35
ฮาวายเอี้ยนเบรดคัพ	58
ยาสีฟันคอลเกตเกลือสมุนไพร(กลาง)	160
ผักกาดดองหวานโรซ่า145ก.	135
ยาอมมะขามป้อมห้างธงทอง	17
Hคุกกี้ดับเบิ้ลช็อกกู๊ดไท72ก.	220
ถุงยางวันทัชแฮปปี้	36
ซอฟเฟลโลชั่นกันยุง ซอง	193
หมากฝรั่งริกลี่ย์ดับเบิ้ลมินต์แผง 14.6 G	4
ขนมปังฮอทดอกไส้ครีมเนยและไส้เจลรสส้มLP	100
Hแครกเกอร์ไวโอเลต รสช็อกโกแลต64ก.	220
ถ่านพานาAAAดำแพ็ค 2 R03NT	37
พุดดิ้งลำไยนมสด	140
โออิชิกรีนที รสฮันนี่ดับเบิ้ลเลมอน 380 มล.	21
Hปลาแผ่นเท็นจังสติ๊กรสบาร์บีคิว 22.5 ก.	233
เทสโตเดวิลกลิ่นบาร์บีคิวแมกซ์สไปซี่52ก.	247
โอโมพลัสซากุระเฟรช 210 g.	202
ชีโตสรสอเมริกันชีส 35 ก.	253
แหนมแท่งกลางหมูดี100G.	41
โออิชิโกลด์ เก็นไมฉะดีไลท์ 400 มล.	35
เป๊ปซี่แมกซ์ราสเบอร์รี่ 245 มล.	26
Hขาไก่อาโทริรสทรงเครื่อง (ใหญ่ ) 70 ก.	244
สลัดครีม โอ้เวจจี้	45
น้ำพริกกุ้งสวรรค์ มินิรุ่งเจริญ12กรัม	133
OTOPข้าวหมากรสสุคนธ์	141
เซปเป้อโล องุ่นขาว 365มล.	23
เซรั่มไฮยาลูรอนมุนอาเฮ้าส์วิตซีเอสเซนส์	181
แซนด์วิชซอฟท์เค้กครีมสด	39
ครัวซองต์เนยสด	226
เอ็กซ์ตรีม นามะซอลท์เท็ดคาราเมล	130
โซฟีคูลลิ่งเฟรชเนเชอรัล0.1 23ซม.7ชิ้น	263
เนสกาแฟ เรดคัพ ถุง 90 กรัม	30
สเตอริไลท์ตราหมีพร่องมันเนย ด.140	68
ปลาแมคเคอเรล ซูเปอร์ซีเชฟ 155ก.	134
@Hครีมโอบราวนี 25กรัม	217
แอคเน่เจลจุฬาเฮิร์บแมริโกลด์	179
ลูกอมฮอลล์ฟรุตตี้ราสเบอร์รี่ถุง 28 ก	99
แชมพูรีจอยส์ริชซอฟท์สมูท เล็ก	184
เม็ดอมมังกรทองเปลือกส้ม 13 G	11
ผักโขมอบชีส รีโอส์ เดลิ	42
สก๊อตต์ทาวเวลแบบแผ่น90 (เดี่ยว)	142
Hใจแอนท์คาปุลิโกะ รสช็อกโกแลต 28 ก.	219
ครีมอาบน้ำโชกุบุสซึเขียว(เล็ก)	149
อเมริกาโน่น้ำผึ้งเย็น 22 ออนซ์ออโต้	63
Hถั่วลิสงอบไม่เกลือ โก๋แก่ 85ก.	241
Hสาหร่ายทอดมาชิตะรสออริจินัล 30 ก.	237
ผักกาดดองนกพิราบฝาดึง140ก.	135
ก้ามปูเทียมสไตล์ฮอกไกโด	41
ช็อกโกแลตเอ็มแอนด์เอ็มมิลค์ช็อค 14.5 ก.	119
ครีมนวดซันซิล(ส้ม)ผมแห้งเสีย เล็ก	184
Hเทสโตแผ่นหยักกลิ่นปูผัดผงกะหรี่75ก.	247
@Hลูกอมฮาร์ทบีทสตรอเบอร์รี่มะนาวโซดา 30 ก.	98
ปรับผ้านุ่มไฮยีนขาว 600 มล. (เดี่ยว)	196
ยาสีฟันดาร์ลี่ดับเบิ้ลแอคชั่น(กลาง)	160
เดลินิวส์ บ่าย	1
Hเทสโตเดวิลรสชิลลี่ผสมพริกจักรพรรดิ์ 70ก.	246
มันทิพย์ 7Fresh	43
บริ๊งค์คอลลาเจน4000	81
แฮมอกไก่ 7Fresh	47
รองพื้นซิสต้าร์วอเตอร์เมลอนแมตต์ (ซอง)	174
ช็อกโกแลตจินนี่บอลล์ 35 กรัม	117
LPขนมปังแซนด์วิชตัดขอบรสนมเย็น155g	256
แซนวิชแฮมสลัดมันฝรั่งสไตล์ญี่ปุ่น โออิชิอีทโตะ	50
UHTโฟร์โมสต์โอเมก้า3จืด(พ4)110	90
Hถั่วปากอ้าเคลือบรสกุ้ง ทองการ์เด้น 40ก.	240
